FID IID y_quantitative
1 1 1.45425544403932
2 1 1.91729272243134
3 1 -1.15178668625661
4 1 -0.173703933153066
5 1 -0.552416996053691
6 1 -0.217021059822647
7 1 -1.65171501836105
8 1 0.601300461351663
9 1 -1.1210545955299
10 1 1.0729527763579
11 1 0.237142094157691
12 1 0.997985982140314
13 1 -0.651313976316377
14 1 -0.494629892668456
15 1 -0.589158153032166
16 1 -1.69966645465142
17 1 -0.0132014918411558
18 1 0.909678317856133
19 1 1.03947652840635
20 1 -0.0569163061150256
21 1 0.528792776112358
22 1 -0.574419597586126
23 1 0.379909335236548
24 1 1.35064052868037
25 1 0.570485090251909
26 1 2.12655016319631
27 1 -0.291637698544078
28 1 -0.330975526492465
29 1 0.945158725715786
30 1 1.13721675932426
31 1 -0.216053887342077
32 1 0.0186793936077975
33 1 -1.39773825162457
34 1 0.76207054219319
35 1 -1.78748862465865
36 1 0.935809511791615
37 1 0.233832601323242
38 1 1.13549989860198
39 1 -0.46179343998123
40 1 0.97823533948316
41 1 -1.22902949115365
42 1 1.05563104456167
43 1 1.00011173318361
44 1 0.964572645299546
45 1 -1.81799642543911
46 1 1.77506413404557
47 1 -0.122285329851457
48 1 -1.00499028568533
49 1 0.364572502360255
50 1 0.16471327900903
51 1 0.260633176718592
52 1 -0.267594381286216
53 1 1.76032743434485
54 1 -0.364589900750141
55 1 0.282649678462228
56 1 0.0408110534297765
57 1 1.34384395673112
58 1 0.455759635776929
59 1 0.685414448513628
60 1 -1.24264581754412
61 1 -0.267309282024915
62 1 -1.01507426668522
63 1 1.43999757075509
64 1 0.623352313801859
65 1 0.515813203218318
66 1 1.76077085939384
67 1 -0.540192942434656
68 1 1.09490716526657
69 1 0.740000272916028
70 1 -0.262600897991131
71 1 -0.712676744366551
72 1 -0.248007100816807
73 1 -0.356406762738531
74 1 -0.280944187814808
75 1 -1.25298798620219
76 1 0.769015140993146
77 1 -0.781088437020206
78 1 -0.290708266844935
79 1 0.729863516784021
80 1 -0.126854196358453
81 1 0.160771587114298
82 1 1.0960222738171
83 1 -0.480624992462533
84 1 0.506235867289862
85 1 0.018368942029772
86 1 -0.900777996501317
87 1 0.776533056125895
88 1 -0.318144046390044
89 1 0.207054215429388
90 1 0.764508869032556
91 1 0.199180941856169
92 1 -0.541307958236981
93 1 -0.892876927747357
94 1 -0.525490804140782
95 1 -0.618113385791915
96 1 1.13384075362305
97 1 1.54009495035289
98 1 -0.0576962518252886
99 1 1.70392582979116
100 1 1.29040725513249
101 1 -1.28160023632215
102 1 -0.845240880628129
103 1 -0.364877224861504
104 1 -1.58468150008769
105 1 -0.67247546166762
106 1 0.0098342642494294
107 1 -0.663844794431335
108 1 -2.01946385122059
109 1 -0.793297672898505
110 1 0.469655471001968
111 1 -0.806756387401472
112 1 0.250557929541624
113 1 -0.109126761370402
114 1 -1.02185114558177
115 1 0.661221491476285
116 1 0.825782505326573
117 1 0.0291007434785102
118 1 -1.33285984533329
119 1 -0.126474955958301
120 1 0.182167885636967
121 1 1.55910387876143
122 1 -0.531374567121491
123 1 0.79558517335727
124 1 -1.19091097551951
125 1 0.503655056857607
126 1 2.07605502183231
127 1 0.0523958465596489
128 1 0.0900142172938871
129 1 -0.439465773819201
130 1 -1.14237938058778
131 1 0.127470712480786
132 1 -0.88877364009428
133 1 -0.336511964370308
134 1 -0.0706925628549716
135 1 0.865283398711021
136 1 -0.890429488614722
137 1 1.86295537602229
138 1 0.274398460744489
139 1 -0.588074538289102
140 1 0.50896546684048
141 1 0.00321236283446541
142 1 2.10159323713058
143 1 0.852871952620731
144 1 -0.31234710259125
145 1 0.610890192211835
146 1 -0.718843522811686
147 1 -0.555746904361462
148 1 -0.130092617905352
149 1 -2.74178269640945
150 1 0.466926716933318
151 1 -2.55497386691748
152 1 -0.376928836943579
153 1 -0.933083324312879
154 1 0.391958811673629
155 1 -0.602178032110984
156 1 -0.413765670686189
157 1 0.27115691495923
158 1 -0.415717114366154
159 1 -0.553577738158624
160 1 -0.889566413811364
161 1 -0.416097453640669
162 1 -0.423531498963753
163 1 -0.45633188210445
164 1 -0.227231803760164
165 1 -0.538667442315852
166 1 0.685919526363752
167 1 0.812664374275407
168 1 -0.658743385169447
169 1 0.053277729113833
170 1 1.12723740710023
171 1 0.902555140386874
172 1 0.785591250957415
173 1 0.258273565838131
174 1 -1.68527192197059
175 1 -0.374100033781748
176 1 -0.415186093021483
177 1 -0.836987235779914
178 1 0.0378169921173753
179 1 -0.0128229045990832
180 1 -0.780723887843646
181 1 -2.40874512212475
182 1 -0.813787163059578
183 1 -0.121046766858845
184 1 0.25094632625312
185 1 0.860435107366391
186 1 -0.76246755743154
187 1 1.05225793069558
188 1 -0.469205432061988
189 1 -1.50614637908226
190 1 -1.39249998793576
191 1 1.39648864224058
192 1 -0.628166531367947
193 1 1.10746661860583
194 1 -0.976828900835695
195 1 -1.30361466290462
196 1 2.41742656295854
197 1 -0.679585116303756
198 1 0.780929748206591
199 1 0.498394798234891
200 1 -0.488429469292364
201 1 -1.52477051954063
202 1 -1.26802724225692
203 1 -0.883930209283476
204 1 -0.634169195349272
205 1 0.809006818973376
206 1 -0.915018493943402
207 1 -0.869467172504151
208 1 0.890186313196855
209 1 -0.802288532693202
210 1 0.827980989841117
211 1 0.224717684007464
212 1 -0.0864515961373111
213 1 0.422686897977858
214 1 -0.971708899985379
215 1 0.306407817091443
216 1 -0.0819611314449937
217 1 1.2448414422783
218 1 -0.700343785814786
219 1 -0.649478689737658
220 1 -1.84425339966053
221 1 -0.413204013344234
222 1 -0.389723719150831
223 1 -1.41216330529619
224 1 -1.03433310632337
225 1 1.29105218700702
226 1 -0.054815016894573
227 1 -0.655926290725309
228 1 1.05595382372264
229 1 -0.288922547766871
230 1 0.0930761901542829
231 1 0.581652610939237
232 1 -0.974738379056052
233 1 -0.675588664337
234 1 -0.860099311462377
235 1 0.793289657668814
236 1 0.577040240027596
237 1 -1.11126357841824
238 1 0.544234772788596
239 1 -0.00895042721598938
240 1 -0.912494049300435
241 1 0.3263064672623
242 1 -1.44250772963633
243 1 0.391059709101284
244 1 -0.688531576322109
245 1 1.39185311849021
246 1 2.41618544117698
247 1 0.507188009348044
248 1 1.30717198091265
249 1 -2.6365218176317
250 1 -0.275841448404718
251 1 -1.895036454725
252 1 0.898394376479722
253 1 -0.099979637847418
254 1 0.0132208906713669
255 1 1.12593552298791
256 1 -0.0283230291575947
257 1 0.675144810540686
258 1 1.61971254498887
259 1 0.730672621909622
260 1 -0.012686169628556
261 1 1.24064123094607
262 1 1.66428371278162
263 1 -0.155167566620941
264 1 -1.22530452528079
265 1 -0.508536031446362
266 1 -0.871388801507659
267 1 0.358657271163447
268 1 0.284409380255698
269 1 -0.374661855883342
270 1 -1.31270196038457
271 1 1.73713352306007
272 1 -0.839398809913576
273 1 1.60195234540632
274 1 -0.288696783816799
275 1 1.1727467082365
276 1 1.14923754101587
277 1 1.42062940841055
278 1 -1.68657162833908
279 1 -0.726597111128724
280 1 -0.45762361642927
281 1 -0.850936562742745
282 1 0.52274582795315
283 1 -0.276361850544605
284 1 1.60385445570983
